time(s),V_m,Current (A),Cycle,Cap
45907,3.629,1.001,5,2.804878333
45908,3.629,0.999,5,2.804878333
45909,3.628,0.997,5,2.804878333
45910,3.628,0.996,5,2.804878333
45911,3.628,0.997,5,2.804878333
45912,3.628,0.997,5,2.804878333
45913,3.628,0.999,5,2.804878333
45914,3.628,1,5,2.804878333
45915,3.628,1.002,5,2.804878333
45916,3.628,1.002,5,2.804878333
45917,3.628,1.001,5,2.804878333
45918,3.628,1,5,2.804878333
45919,3.627,0.999,5,2.804878333
45920,3.627,0.997,5,2.804878333
45921,3.627,0.996,5,2.804878333
45922,3.627,0.997,5,2.804878333
45923,3.627,0.997,5,2.804878333
45924,3.627,0.998,5,2.804878333
45925,3.627,1,5,2.804878333
45926,3.627,1.001,5,2.804878333
45927,3.627,1.002,5,2.804878333
45928,3.627,1.002,5,2.804878333
45929,3.626,1,5,2.804878333
45930,3.626,1,5,2.804878333
45931,3.626,0.998,5,2.804878333
45932,3.626,0.996,5,2.804878333
45933,3.626,0.996,5,2.804878333
45934,3.626,0.997,5,2.804878333
45935,3.626,0.998,5,2.804878333
45936,3.626,1,5,2.804878333
45937,3.626,1.001,5,2.804878333
45938,3.626,1.002,5,2.804878333
45939,3.625,1.001,5,2.804878333
45940,3.625,1,5,2.804878333
45941,3.625,0.998,5,2.804878333
45942,3.625,0.997,5,2.804878333
45943,3.625,0.996,5,2.804878333
45944,3.625,0.996,5,2.804878333
45945,3.625,0.998,5,2.804878333
45946,3.625,0.999,5,2.804878333
45947,3.625,1.002,5,2.804878333
45948,3.625,1.002,5,2.804878333
45949,3.624,1.001,5,2.804878333
45950,3.624,1,5,2.804878333
45951,3.624,0.999,5,2.804878333
45952,3.624,0.997,5,2.804878333
45953,3.624,0.996,5,2.804878333
45954,3.624,0.997,5,2.804878333
45955,3.624,0.997,5,2.804878333
45956,3.624,0.999,5,2.804878333
45957,3.624,1.002,5,2.804878333
45958,3.624,1.002,5,2.804878333
45959,3.624,1.001,5,2.804878333
45960,3.623,1.001,5,2.804878333
45961,3.623,0.999,5,2.804878333
45962,3.623,0.997,5,2.804878333
45963,3.623,0.996,5,2.804878333
45964,3.623,0.997,5,2.804878333
45965,3.623,0.997,5,2.804878333
45966,3.623,0.999,5,2.804878333
45967,3.623,1.001,5,2.804878333
45968,3.623,1.002,5,2.804878333
45969,3.623,1.002,5,2.804878333
45970,3.622,1,5,2.804878333
45971,3.622,0.999,5,2.804878333
45972,3.622,0.997,5,2.804878333
45973,3.622,0.996,5,2.804878333
45974,3.622,0.997,5,2.804878333
45975,3.622,0.999,5,2.804878333
45976,3.622,1,5,2.804878333
45977,3.622,1.002,5,2.804878333
45978,3.622,1.001,5,2.804878333
45979,3.622,1,5,2.804878333
45980,3.621,0.998,5,2.804878333
45981,3.621,0.997,5,2.804878333
45982,3.621,0.997,5,2.804878333
45983,3.621,0.998,5,2.804878333
45984,3.621,1,5,2.804878333
45985,3.621,1.001,5,2.804878333
45986,3.621,1.002,5,2.804878333
45987,3.621,1.001,5,2.804878333
45988,3.621,1,5,2.804878333
45989,3.62,0.998,5,2.804878333
45990,3.62,0.997,5,2.804878333
45991,3.62,0.996,5,2.804878333
45992,3.62,0.997,5,2.804878333
45993,3.62,0.998,5,2.804878333
45994,3.62,0.999,5,2.804878333
45995,3.62,1.001,5,2.804878333
45996,3.62,1.002,5,2.804878333
45997,3.62,1.001,5,2.804878333
45998,3.62,0.999,5,2.804878333
45999,3.619,0.999,5,2.804878333
46000,3.619,0.996,5,2.804878333
46001,3.619,0.996,5,2.804878333
46002,3.619,0.997,5,2.804878333
46003,3.619,0.998,5,2.804878333
46004,3.619,1,5,2.804878333
46005,3.619,1.002,5,2.804878333
46006,3.619,1.002,5,2.804878333
46007,3.619,1,5,2.804878333
46008,3.619,1,5,2.804878333
46009,3.619,0.997,5,2.804878333
46010,3.618,0.996,5,2.804878333
46011,3.618,0.997,5,2.804878333
46012,3.618,0.998,5,2.804878333
46013,3.618,1,5,2.804878333
46014,3.618,1.002,5,2.804878333
46015,3.618,1.002,5,2.804878333
46016,3.618,1.001,5,2.804878333
46017,3.618,1,5,2.804878333
46018,3.617,0.998,5,2.804878333
46019,3.617,0.996,5,2.804878333
46020,3.617,0.996,5,2.804878333
46021,3.617,0.996,5,2.804878333
46022,3.617,0.998,5,2.804878333
46023,3.617,1,5,2.804878333
46024,3.617,1.002,5,2.804878333
46025,3.617,1.002,5,2.804878333
46026,3.617,1.002,5,2.804878333
46027,3.617,1,5,2.804878333
46028,3.617,0.997,5,2.804878333
46029,3.616,0.996,5,2.804878333
46030,3.616,0.996,5,2.804878333
46031,3.616,0.997,5,2.804878333
46032,3.616,0.999,5,2.804878333
46033,3.616,1,5,2.804878333
46034,3.616,1.002,5,2.804878333
46035,3.616,1.001,5,2.804878333
46036,3.616,1,5,2.804878333
46037,3.616,0.998,5,2.804878333
46038,3.615,0.997,5,2.804878333
46039,3.615,0.996,5,2.804878333
46040,3.615,0.997,5,2.804878333
46041,3.616,0.999,5,2.804878333
46042,3.615,1,5,2.804878333
46043,3.615,1.002,5,2.804878333
46044,3.615,1.002,5,2.804878333
46045,3.615,1.001,5,2.804878333
46046,3.615,0.999,5,2.804878333
46047,3.615,0.998,5,2.804878333
46048,3.614,0.996,5,2.804878333
46049,3.615,0.996,5,2.804878333
46050,3.614,0.997,5,2.804878333
46051,3.614,0.998,5,2.804878333
46052,3.614,0.999,5,2.804878333
46053,3.614,1.001,5,2.804878333
46054,3.614,1.002,5,2.804878333
46055,3.614,1.002,5,2.804878333
46056,3.614,1.001,5,2.804878333
46057,3.614,0.999,5,2.804878333
46058,3.614,0.998,5,2.804878333
46059,3.614,0.997,5,2.804878333
46060,3.614,0.996,5,2.804878333
46061,3.613,0.997,5,2.804878333
46062,3.614,0.998,5,2.804878333
46063,3.614,0.999,5,2.804878333
46064,3.613,1.001,5,2.804878333
46065,3.613,1.002,5,2.804878333
46066,3.613,1.001,5,2.804878333
46067,3.613,1.001,5,2.804878333
46068,3.613,0.999,5,2.804878333
46069,3.613,0.998,5,2.804878333
46070,3.612,0.997,5,2.804878333
46071,3.612,0.996,5,2.804878333
46072,3.612,0.997,5,2.804878333
46073,3.612,0.998,5,2.804878333
46074,3.612,0.999,5,2.804878333
46075,3.612,1.002,5,2.804878333
46076,3.612,1.002,5,2.804878333
46077,3.612,1.001,5,2.804878333
46078,3.612,1,5,2.804878333
46079,3.612,0.999,5,2.804878333
46080,3.612,0.997,5,2.804878333
46081,3.611,0.996,5,2.804878333
46082,3.611,0.996,5,2.804878333
46083,3.611,0.997,5,2.804878333
46084,3.611,0.999,5,2.804878333
46085,3.611,1,5,2.804878333
46086,3.611,1.001,5,2.804878333
46087,3.611,1.002,5,2.804878333
46088,3.611,1.002,5,2.804878333
46089,3.611,1,5,2.804878333
46090,3.611,1,5,2.804878333
46091,3.611,0.998,5,2.804878333
46092,3.61,0.996,5,2.804878333
46093,3.61,0.996,5,2.804878333
46094,3.61,0.996,5,2.804878333
46095,3.61,0.997,5,2.804878333
46096,3.61,0.998,5,2.804878333
46097,3.61,0.999,5,2.804878333
46098,3.61,1.001,5,2.804878333
46099,3.61,1.001,5,2.804878333
46100,3.61,1.002,5,2.804878333
46101,3.61,1,5,2.804878333
46102,3.61,1,5,2.804878333
46103,3.609,0.998,5,2.804878333
46104,3.609,0.997,5,2.804878333
46105,3.609,0.996,5,2.804878333
46106,3.609,0.996,5,2.804878333
46107,3.609,0.997,5,2.804878333
46108,3.609,0.998,5,2.804878333
46109,3.609,0.998,5,2.804878333
46110,3.609,1,5,2.804878333
46111,3.609,1.001,5,2.804878333
46112,3.609,1.001,5,2.804878333
46113,3.609,1.002,5,2.804878333
46114,3.609,1.001,5,2.804878333
46115,3.609,1.001,5,2.804878333
46116,3.608,1,5,2.804878333
46117,3.608,0.997,5,2.804878333
46118,3.608,0.997,5,2.804878333
46119,3.608,0.996,5,2.804878333
46120,3.608,0.996,5,2.804878333
46121,3.608,0.997,5,2.804878333
46122,3.608,0.998,5,2.804878333
46123,3.608,0.999,5,2.804878333
46124,3.608,1.001,5,2.804878333
46125,3.608,1.001,5,2.804878333
46126,3.608,1.001,5,2.804878333
46127,3.607,1.002,5,2.804878333
46128,3.607,1,5,2.804878333
46129,3.607,1,5,2.804878333
46130,3.607,0.998,5,2.804878333
46131,3.607,0.997,5,2.804878333
46132,3.607,0.996,5,2.804878333
46133,3.607,0.996,5,2.804878333
46134,3.607,0.997,5,2.804878333
46135,3.606,0.998,5,2.804878333
46136,3.607,0.999,5,2.804878333
46137,3.607,1.001,5,2.804878333
46138,3.607,1.002,5,2.804878333
46139,3.606,1.002,5,2.804878333
46140,3.606,1.001,5,2.804878333
46141,3.606,1,5,2.804878333
46142,3.606,0.998,5,2.804878333
46143,3.606,0.998,5,2.804878333
46144,3.605,0.997,5,2.804878333
46145,3.605,0.996,5,2.804878333
46146,3.605,0.996,5,2.804878333
46147,3.605,0.996,5,2.804878333
46148,3.605,0.997,5,2.804878333
46149,3.605,0.998,5,2.804878333
46150,3.605,0.999,5,2.804878333
46151,3.605,1.001,5,2.804878333
46152,3.605,1.002,5,2.804878333
46153,3.605,1.002,5,2.804878333
46154,3.605,1.002,5,2.804878333
46155,3.605,1.001,5,2.804878333
46156,3.605,1,5,2.804878333
46157,3.604,0.999,5,2.804878333
46158,3.604,0.997,5,2.804878333
46159,3.604,0.996,5,2.804878333
46160,3.604,0.997,5,2.804878333
46161,3.604,0.997,5,2.804878333
46162,3.604,0.999,5,2.804878333
46163,3.604,1,5,2.804878333
46164,3.604,1.002,5,2.804878333
46165,3.604,1.002,5,2.804878333
46166,3.604,1.001,5,2.804878333
46167,3.604,0.999,5,2.804878333
46168,3.603,0.999,5,2.804878333
46169,3.603,0.996,5,2.804878333
46170,3.603,0.996,5,2.804878333
46171,3.603,0.997,5,2.804878333
46172,3.603,0.998,5,2.804878333
46173,3.603,0.999,5,2.804878333
46174,3.603,1.001,5,2.804878333
46175,3.603,1.002,5,2.804878333
46176,3.603,1.001,5,2.804878333
46177,3.603,1.001,5,2.804878333
46178,3.603,0.999,5,2.804878333
46179,3.603,0.998,5,2.804878333
46180,3.602,0.996,5,2.804878333
46181,3.602,0.997,5,2.804878333
46182,3.602,0.997,5,2.804878333
46183,3.602,0.998,5,2.804878333
46184,3.602,1,5,2.804878333
46185,3.602,1.001,5,2.804878333
46186,3.602,1.001,5,2.804878333
46187,3.602,1.001,5,2.804878333
46188,3.602,1.001,5,2.804878333
46189,3.602,1,5,2.804878333
46190,3.601,0.998,5,2.804878333
46191,3.601,0.998,5,2.804878333
46192,3.601,0.996,5,2.804878333
46193,3.601,0.996,5,2.804878333
46194,3.601,0.997,5,2.804878333
46195,3.601,0.997,5,2.804878333
46196,3.601,0.998,5,2.804878333
46197,3.601,1,5,2.804878333
46198,3.601,1,5,2.804878333
46199,3.601,1.002,5,2.804878333
46200,3.601,1.002,5,2.804878333
46201,3.601,1.001,5,2.804878333
46202,3.6,1.001,5,2.804878333
46203,3.6,1,5,2.804878333
46204,3.6,0.998,5,2.804878333
46205,3.6,0.997,5,2.804878333
46206,3.6,0.996,5,2.804878333
46207,3.6,0.996,5,2.804878333
46208,3.6,0.997,5,2.804878333
46209,3.6,0.997,5,2.804878333
46210,3.599,0.998,5,2.804878333
46211,3.599,0.998,5,2.804878333
46212,3.6,1,5,2.804878333
46213,3.6,1.001,5,2.804878333
46214,3.599,1.002,5,2.804878333
46215,3.599,1.001,5,2.804878333
46216,3.599,1.002,5,2.804878333
46217,3.599,1,5,2.804878333
46218,3.599,1,5,2.804878333
46219,3.599,0.998,5,2.804878333
46220,3.599,0.997,5,2.804878333
46221,3.599,0.996,5,2.804878333
46222,3.598,0.997,5,2.804878333
46223,3.599,0.997,5,2.804878333
46224,3.598,0.998,5,2.804878333
46225,3.598,0.999,5,2.804878333
46226,3.598,1,5,2.804878333
46227,3.598,1,5,2.804878333
46228,3.598,1.001,5,2.804878333
46229,3.598,1.002,5,2.804878333
46230,3.598,1.001,5,2.804878333
46231,3.598,1.001,5,2.804878333
46232,3.598,1,5,2.804878333
46233,3.597,0.999,5,2.804878333
46234,3.597,0.998,5,2.804878333
46235,3.597,0.996,5,2.804878333
46236,3.597,0.996,5,2.804878333
46237,3.597,0.996,5,2.804878333
46238,3.597,0.997,5,2.804878333
46239,3.597,0.998,5,2.804878333
46240,3.597,1,5,2.804878333
46241,3.597,1.001,5,2.804878333
46242,3.597,1.002,5,2.804878333
46243,3.597,1.002,5,2.804878333
46244,3.597,1.001,5,2.804878333
46245,3.597,0.999,5,2.804878333
46246,3.596,0.999,5,2.804878333
46247,3.596,0.997,5,2.804878333
46248,3.596,0.996,5,2.804878333
46249,3.596,0.997,5,2.804878333
46250,3.596,0.997,5,2.804878333
46251,3.596,0.998,5,2.804878333
46252,3.596,1,5,2.804878333
46253,3.596,1,5,2.804878333
46254,3.596,1.002,5,2.804878333
46255,3.596,1.002,5,2.804878333
46256,3.596,1.001,5,2.804878333
46257,3.596,1,5,2.804878333
46258,3.595,0.999,5,2.804878333
46259,3.595,0.998,5,2.804878333
46260,3.595,0.996,5,2.804878333
46261,3.595,0.996,5,2.804878333
46262,3.595,0.997,5,2.804878333
46263,3.595,0.999,5,2.804878333
46264,3.595,0.999,5,2.804878333
46265,3.595,1.001,5,2.804878333
46266,3.595,1.002,5,2.804878333
46267,3.595,1.002,5,2.804878333
46268,3.595,1,5,2.804878333
46269,3.594,0.999,5,2.804878333
46270,3.594,0.997,5,2.804878333
46271,3.594,0.996,5,2.804878333
46272,3.594,0.996,5,2.804878333
46273,3.594,0.997,5,2.804878333
46274,3.594,0.998,5,2.804878333
46275,3.594,0.999,5,2.804878333
46276,3.594,1.001,5,2.804878333
46277,3.594,1.002,5,2.804878333
46278,3.594,1.002,5,2.804878333
46279,3.594,1.001,5,2.804878333
46280,3.594,1,5,2.804878333
46281,3.593,0.998,5,2.804878333
46282,3.593,0.997,5,2.804878333
46283,3.593,0.996,5,2.804878333
46284,3.593,0.997,5,2.804878333
46285,3.593,0.997,5,2.804878333
46286,3.593,0.999,5,2.804878333
46287,3.593,1,5,2.804878333
46288,3.593,1.002,5,2.804878333
46289,3.593,1.002,5,2.804878333
46290,3.593,1.001,5,2.804878333
46291,3.593,1.001,5,2.804878333
46292,3.592,1,5,2.804878333
46293,3.592,0.998,5,2.804878333
46294,3.592,0.997,5,2.804878333
46295,3.592,0.996,5,2.804878333
46296,3.592,0.996,5,2.804878333
46297,3.592,0.997,5,2.804878333
46298,3.592,0.998,5,2.804878333
46299,3.592,1,5,2.804878333
46300,3.592,1.001,5,2.804878333
46301,3.592,1.001,5,2.804878333
46302,3.592,1.002,5,2.804878333
46303,3.592,1.001,5,2.804878333
46304,3.591,1,5,2.804878333
46305,3.591,0.999,5,2.804878333
46306,3.591,0.998,5,2.804878333
46307,3.591,0.997,5,2.804878333
46308,3.591,0.996,5,2.804878333
46309,3.591,0.997,5,2.804878333
46310,3.591,0.997,5,2.804878333
46311,3.591,0.999,5,2.804878333
46312,3.591,1,5,2.804878333
46313,3.591,1.001,5,2.804878333
46314,3.591,1.002,5,2.804878333
46315,3.59,1.002,5,2.804878333
46316,3.59,1.001,5,2.804878333
46317,3.59,1,5,2.804878333
46318,3.59,0.999,5,2.804878333
46319,3.59,0.998,5,2.804878333
46320,3.59,0.997,5,2.804878333
46321,3.59,0.997,5,2.804878333
46322,3.59,0.996,5,2.804878333
46323,3.59,0.996,5,2.804878333
46324,3.59,0.998,5,2.804878333
46325,3.59,0.999,5,2.804878333
46326,3.59,0.999,5,2.804878333
46327,3.589,1.001,5,2.804878333
46328,3.589,1.001,5,2.804878333
46329,3.589,1.002,5,2.804878333
46330,3.589,1.002,5,2.804878333
46331,3.589,1.002,5,2.804878333
46332,3.589,1.001,5,2.804878333
46333,3.589,1.001,5,2.804878333
46334,3.589,1,5,2.804878333
46335,3.589,1,5,2.804878333
46336,3.588,0.999,5,2.804878333
46337,3.589,0.999,5,2.804878333
46338,3.588,0.998,5,2.804878333
46339,3.588,0.998,5,2.804878333
46340,3.588,0.996,5,2.804878333
46341,3.588,0.996,5,2.804878333
46342,3.588,0.996,5,2.804878333
46343,3.588,0.996,5,2.804878333
46344,3.588,0.997,5,2.804878333
46345,3.588,0.998,5,2.804878333
46346,3.588,0.998,5,2.804878333
46347,3.588,0.998,5,2.804878333
46348,3.587,1,5,2.804878333
46349,3.587,1,5,2.804878333
46350,3.588,1.001,5,2.804878333
46351,3.587,1.002,5,2.804878333
46352,3.587,1.002,5,2.804878333
46353,3.587,1.001,5,2.804878333
46354,3.587,1.001,5,2.804878333
46355,3.587,1,5,2.804878333
46356,3.587,0.999,5,2.804878333
46357,3.587,0.998,5,2.804878333
46358,3.587,0.998,5,2.804878333
46359,3.586,0.997,5,2.804878333
46360,3.586,0.997,5,2.804878333
46361,3.586,0.996,5,2.804878333
46362,3.586,0.996,5,2.804878333
46363,3.586,0.996,5,2.804878333
46364,3.586,0.997,5,2.804878333
46365,3.586,0.998,5,2.804878333
46366,3.586,0.999,5,2.804878333
46367,3.586,0.999,5,2.804878333
46368,3.586,1.001,5,2.804878333
46369,3.586,1.001,5,2.804878333
46370,3.586,1.002,5,2.804878333
46371,3.586,1.002,5,2.804878333
46372,3.585,1.002,5,2.804878333
46373,3.585,1.001,5,2.804878333
46374,3.585,1,5,2.804878333
46375,3.585,0.999,5,2.804878333
46376,3.585,0.999,5,2.804878333
46377,3.585,0.996,5,2.804878333
46378,3.585,0.996,5,2.804878333
46379,3.585,0.996,5,2.804878333
46380,3.585,0.997,5,2.804878333
46381,3.585,0.997,5,2.804878333
46382,3.585,0.999,5,2.804878333
46383,3.585,1,5,2.804878333
46384,3.585,1.001,5,2.804878333
46385,3.584,1.002,5,2.804878333
46386,3.584,1.001,5,2.804878333
46387,3.584,1.001,5,2.804878333
46388,3.584,0.999,5,2.804878333
46389,3.584,0.998,5,2.804878333
46390,3.584,0.997,5,2.804878333
46391,3.584,0.996,5,2.804878333
46392,3.584,0.997,5,2.804878333
46393,3.584,0.998,5,2.804878333
46394,3.584,0.999,5,2.804878333
46395,3.584,1.001,5,2.804878333
46396,3.584,1.002,5,2.804878333
46397,3.584,1.002,5,2.804878333
46398,3.583,1.001,5,2.804878333
46399,3.583,1,5,2.804878333
46400,3.583,0.998,5,2.804878333
46401,3.583,0.997,5,2.804878333
46402,3.583,0.996,5,2.804878333
46403,3.583,0.996,5,2.804878333
46404,3.583,0.998,5,2.804878333
46405,3.583,1,5,2.804878333
46406,3.583,1.001,5,2.804878333
46407,3.583,1.002,5,2.804878333
46408,3.582,1.001,5,2.804878333
46409,3.582,0.999,5,2.804878333
46410,3.582,0.998,5,2.804878333
46411,3.582,0.996,5,2.804878333
46412,3.582,0.997,5,2.804878333
46413,3.582,0.997,5,2.804878333
46414,3.582,0.999,5,2.804878333
46415,3.582,1.001,5,2.804878333
46416,3.582,1.002,5,2.804878333
46417,3.582,1.002,5,2.804878333
46418,3.582,1,5,2.804878333
46419,3.581,0.998,5,2.804878333
46420,3.581,0.996,5,2.804878333
46421,3.581,0.996,5,2.804878333
46422,3.581,0.997,5,2.804878333
46423,3.581,0.999,5,2.804878333
46424,3.581,1,5,2.804878333
46425,3.581,1.002,5,2.804878333
46426,3.581,1.002,5,2.804878333
46427,3.581,1.001,5,2.804878333
46428,3.581,0.998,5,2.804878333
46429,3.581,0.997,5,2.804878333
46430,3.58,0.996,5,2.804878333
46431,3.58,0.996,5,2.804878333
46432,3.58,0.998,5,2.804878333
46433,3.58,0.999,5,2.804878333
46434,3.58,1.001,5,2.804878333
46435,3.58,1.001,5,2.804878333
46436,3.58,1.002,5,2.804878333
46437,3.58,1.001,5,2.804878333
46438,3.58,1.001,5,2.804878333
46439,3.58,0.998,5,2.804878333
46440,3.58,0.997,5,2.804878333
46441,3.579,0.996,5,2.804878333
46442,3.579,0.996,5,2.804878333
46443,3.579,0.997,5,2.804878333
46444,3.579,0.999,5,2.804878333
46445,3.579,1.001,5,2.804878333
46446,3.58,1.002,5,2.804878333
46447,3.579,1.002,5,2.804878333
46448,3.579,1,5,2.804878333
46449,3.579,0.999,5,2.804878333
46450,3.579,0.997,5,2.804878333
46451,3.579,0.996,5,2.804878333
46452,3.578,0.996,5,2.804878333
46453,3.579,0.998,5,2.804878333
46454,3.579,0.999,5,2.804878333
46455,3.579,1.001,5,2.804878333
46456,3.579,1.002,5,2.804878333
46457,3.578,1.002,5,2.804878333
46458,3.578,1.001,5,2.804878333
46459,3.578,0.999,5,2.804878333
46460,3.578,0.997,5,2.804878333
46461,3.578,0.996,5,2.804878333
46462,3.578,0.996,5,2.804878333
46463,3.578,0.997,5,2.804878333
46464,3.578,0.999,5,2.804878333
46465,3.578,1,5,2.804878333
46466,3.578,1.002,5,2.804878333
46467,3.578,1.002,5,2.804878333
46468,3.578,1.001,5,2.804878333
46469,3.577,0.999,5,2.804878333
46470,3.577,0.998,5,2.804878333
46471,3.577,0.996,5,2.804878333
46472,3.577,0.996,5,2.804878333
46473,3.577,0.997,5,2.804878333
46474,3.577,0.998,5,2.804878333
46475,3.577,1,5,2.804878333
46476,3.577,1.002,5,2.804878333
46477,3.577,1.002,5,2.804878333
46478,3.577,1.001,5,2.804878333
46479,3.576,1,5,2.804878333
46480,3.576,0.998,5,2.804878333
46481,3.576,0.997,5,2.804878333
46482,3.576,0.996,5,2.804878333
46483,3.576,0.996,5,2.804878333
46484,3.576,0.998,5,2.804878333
46485,3.576,1,5,2.804878333
46486,3.576,1.001,5,2.804878333
46487,3.576,1.002,5,2.804878333
46488,3.576,1.002,5,2.804878333
46489,3.576,1,5,2.804878333
46490,3.575,0.999,5,2.804878333
46491,3.575,0.997,5,2.804878333
46492,3.575,0.996,5,2.804878333
46493,3.575,0.996,5,2.804878333
46494,3.575,0.998,5,2.804878333
46495,3.575,0.998,5,2.804878333
46496,3.575,1,5,2.804878333
46497,3.575,1.001,5,2.804878333
46498,3.575,1.002,5,2.804878333
46499,3.575,1.002,5,2.804878333
46500,3.575,1.001,5,2.804878333
46501,3.575,1,5,2.804878333
46502,3.575,0.998,5,2.804878333
46503,3.574,0.997,5,2.804878333
46504,3.574,0.996,5,2.804878333
46505,3.574,0.996,5,2.804878333
46506,3.574,0.997,5,2.804878333
46507,3.574,0.998,5,2.804878333
46508,3.574,1,5,2.804878333
46509,3.574,1.001,5,2.804878333
46510,3.574,1.002,5,2.804878333
46511,3.574,1.001,5,2.804878333
46512,3.574,1,5,2.804878333
46513,3.574,0.998,5,2.804878333
46514,3.574,0.996,5,2.804878333
46515,3.573,0.996,5,2.804878333
46516,3.573,0.997,5,2.804878333
46517,3.573,0.999,5,2.804878333
46518,3.573,1,5,2.804878333
46519,3.573,1.002,5,2.804878333
46520,3.574,1.002,5,2.804878333
46521,3.573,1.001,5,2.804878333
46522,3.573,1,5,2.804878333
46523,3.573,0.998,5,2.804878333
46524,3.573,0.996,5,2.804878333
46525,3.573,0.996,5,2.804878333
46526,3.573,0.997,5,2.804878333
46527,3.573,0.998,5,2.804878333
46528,3.573,1.001,5,2.804878333
46529,3.573,1.001,5,2.804878333
46530,3.573,1.002,5,2.804878333
46531,3.572,1.001,5,2.804878333
46532,3.572,0.999,5,2.804878333
46533,3.572,0.998,5,2.804878333
46534,3.572,0.997,5,2.804878333
46535,3.572,0.996,5,2.804878333
46536,3.572,0.997,5,2.804878333
46537,3.572,0.999,5,2.804878333
46538,3.572,1,5,2.804878333
46539,3.572,1.002,5,2.804878333
46540,3.572,1.002,5,2.804878333
46541,3.572,1.001,5,2.804878333
46542,3.571,0.999,5,2.804878333
46543,3.571,0.998,5,2.804878333
46544,3.571,0.996,5,2.804878333
46545,3.571,0.997,5,2.804878333
46546,3.571,0.998,5,2.804878333
46547,3.571,0.999,5,2.804878333
46548,3.571,1.002,5,2.804878333
46549,3.571,1.002,5,2.804878333
46550,3.571,1.001,5,2.804878333
46551,3.571,0.999,5,2.804878333
46552,3.571,0.998,5,2.804878333
46553,3.57,0.997,5,2.804878333
46554,3.57,0.996,5,2.804878333
46555,3.57,0.997,5,2.804878333
46556,3.57,0.999,5,2.804878333
46557,3.57,1,5,2.804878333
46558,3.57,1.002,5,2.804878333
46559,3.57,1.002,5,2.804878333
46560,3.57,1.001,5,2.804878333
46561,3.57,1,5,2.804878333
46562,3.57,0.998,5,2.804878333
46563,3.57,0.997,5,2.804878333
46564,3.57,0.996,5,2.804878333
46565,3.569,0.997,5,2.804878333
46566,3.569,0.997,5,2.804878333
46567,3.569,0.999,5,2.804878333
46568,3.57,1,5,2.804878333
46569,3.569,1.001,5,2.804878333
46570,3.569,1.001,5,2.804878333
46571,3.569,1.001,5,2.804878333
46572,3.569,0.999,5,2.804878333
46573,3.569,0.997,5,2.804878333
46574,3.569,0.996,5,2.804878333
46575,3.569,0.996,5,2.804878333
46576,3.569,0.998,5,2.804878333
46577,3.569,0.999,5,2.804878333
46578,3.569,1.001,5,2.804878333
46579,3.569,1.002,5,2.804878333
46580,3.569,1.002,5,2.804878333
46581,3.568,1,5,2.804878333
46582,3.568,0.998,5,2.804878333
46583,3.568,0.996,5,2.804878333
46584,3.568,0.996,5,2.804878333
46585,3.568,0.997,5,2.804878333
46586,3.568,0.998,5,2.804878333
46587,3.568,1.001,5,2.804878333
46588,3.568,1.002,5,2.804878333
46589,3.568,1.002,5,2.804878333
46590,3.568,1,5,2.804878333
46591,3.568,0.999,5,2.804878333
46592,3.567,0.998,5,2.804878333
46593,3.567,0.996,5,2.804878333
46594,3.567,0.996,5,2.804878333
46595,3.567,0.996,5,2.804878333
46596,3.567,0.998,5,2.804878333
46597,3.567,0.999,5,2.804878333
46598,3.567,1.001,5,2.804878333
46599,3.567,1.002,5,2.804878333
46600,3.567,1.002,5,2.804878333
46601,3.567,1.001,5,2.804878333
46602,3.567,1,5,2.804878333
46603,3.567,0.998,5,2.804878333
46604,3.566,0.996,5,2.804878333
46605,3.566,0.996,5,2.804878333
46606,3.566,0.997,5,2.804878333
46607,3.566,0.998,5,2.804878333
46608,3.566,0.999,5,2.804878333
46609,3.566,1,5,2.804878333
46610,3.566,1.002,5,2.804878333
46611,3.566,1.002,5,2.804878333
46612,3.566,1.001,5,2.804878333
46613,3.566,1,5,2.804878333
46614,3.566,0.999,5,2.804878333
46615,3.565,0.997,5,2.804878333
46616,3.565,0.996,5,2.804878333
46617,3.565,0.997,5,2.804878333
46618,3.565,0.997,5,2.804878333
46619,3.565,0.998,5,2.804878333
46620,3.565,1,5,2.804878333
46621,3.565,1.001,5,2.804878333
46622,3.565,1.002,5,2.804878333
46623,3.565,1.001,5,2.804878333
46624,3.565,1,5,2.804878333
46625,3.565,0.999,5,2.804878333
46626,3.565,0.997,5,2.804878333
46627,3.565,0.997,5,2.804878333
46628,3.565,0.996,5,2.804878333
46629,3.565,0.997,5,2.804878333
46630,3.565,0.998,5,2.804878333
46631,3.565,1.001,5,2.804878333
46632,3.565,1.002,5,2.804878333
46633,3.565,1.002,5,2.804878333
46634,3.564,1.001,5,2.804878333
46635,3.564,0.999,5,2.804878333
46636,3.564,0.997,5,2.804878333
46637,3.564,0.996,5,2.804878333
46638,3.564,0.996,5,2.804878333
46639,3.564,0.997,5,2.804878333
46640,3.564,0.999,5,2.804878333
46641,3.564,0.999,5,2.804878333
46642,3.564,1.002,5,2.804878333
46643,3.564,1.002,5,2.804878333
46644,3.564,1.001,5,2.804878333
46645,3.563,1,5,2.804878333
46646,3.563,0.999,5,2.804878333
46647,3.563,0.997,5,2.804878333
46648,3.563,0.996,5,2.804878333
46649,3.563,0.997,5,2.804878333
46650,3.563,0.997,5,2.804878333
46651,3.563,0.998,5,2.804878333
