time(s),V_m,Current (A),Cycle,Cap
18760,3.313,1.001,2,2.833465278
18761,3.312,1.001,2,2.833465278
18762,3.312,1,2,2.833465278
18763,3.312,1,2,2.833465278
18764,3.312,1.001,2,2.833465278
18765,3.312,0.999,2,2.833465278
18766,3.311,1,2,2.833465278
18767,3.311,0.999,2,2.833465278
18768,3.311,0.999,2,2.833465278
18769,3.311,0.998,2,2.833465278
18770,3.31,0.997,2,2.833465278
18771,3.31,0.998,2,2.833465278
18772,3.31,0.998,2,2.833465278
18773,3.31,0.998,2,2.833465278
18774,3.31,0.997,2,2.833465278
18775,3.31,0.997,2,2.833465278
18776,3.309,0.997,2,2.833465278
18777,3.309,0.997,2,2.833465278
18778,3.309,0.997,2,2.833465278
18779,3.309,0.997,2,2.833465278
18780,3.309,0.997,2,2.833465278
18781,3.308,0.998,2,2.833465278
18782,3.308,0.997,2,2.833465278
18783,3.308,0.997,2,2.833465278
18784,3.308,0.998,2,2.833465278
18785,3.308,0.998,2,2.833465278
18786,3.308,0.999,2,2.833465278
18787,3.307,0.999,2,2.833465278
18788,3.307,1,2,2.833465278
18789,3.307,1,2,2.833465278
18790,3.307,1.001,2,2.833465278
18791,3.307,1,2,2.833465278
18792,3.306,1.001,2,2.833465278
18793,3.306,1.002,2,2.833465278
18794,3.306,1.002,2,2.833465278
