province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Channel Islands,United Kingdom,2021-05-26,49.3723,-2.3644,POINT(-2.3644 49.3723),4065,86,3956,23,,,"Channel Islands, United Kingdom"
Unknown,United Kingdom,2021-05-26,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-26,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2409,17,2379,13,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-05-26,56.4907,-4.2026,POINT(-4.2026 56.4907),233207,7666,0,225541,,,"Scotland, United Kingdom"
Northern Ireland,United Kingdom,2021-05-26,54.7877,-6.4923,POINT(-6.4923 54.7877),122348,2152,0,120196,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-05-26,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-05-26,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1561,1,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-05-26,36.1408,-5.3536,POINT(-5.3536 36.1408),4290,94,4192,4,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-26,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-05-26,52.3555,-1.1743,POINT(-1.1743 52.3555),3902160,112363,0,3789797,,,"England, United Kingdom"
Cayman Islands,United Kingdom,2021-05-26,19.3133,-81.2546,POINT(-81.2546 19.3133),581,2,564,15,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-26,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-05-26,32.3078,-64.7505,POINT(-64.7505 32.3078),2491,32,2423,36,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-05-26,18.2206,-63.0686,POINT(-63.0686 18.2206),109,0,107,2,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-05-26,52.1307,-3.7837,POINT(-3.7837 52.1307),212582,5567,0,207015,,,"Wales, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-26,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Unknown,United Kingdom,2021-05-25,,,,0,0,0,0,,,"Unknown, United Kingdom"
Wales,United Kingdom,2021-05-25,52.1307,-3.7837,POINT(-3.7837 52.1307),212554,5566,0,206988,,,"Wales, United Kingdom"
Scotland,United Kingdom,2021-05-25,56.4907,-4.2026,POINT(-4.2026 56.4907),232661,7666,0,224995,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-25,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-05-25,54.7877,-6.4923,POINT(-6.4923 54.7877),122282,2152,0,120130,,,"Northern Ireland, United Kingdom"
Isle of Man,United Kingdom,2021-05-25,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1561,1,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-05-25,36.1408,-5.3536,POINT(-5.3536 36.1408),4290,94,4192,4,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-25,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
Channel Islands,United Kingdom,2021-05-25,49.3723,-2.3644,POINT(-2.3644 49.3723),4065,86,3956,23,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-05-25,19.3133,-81.2546,POINT(-81.2546 19.3133),578,2,562,14,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-25,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-05-25,32.3078,-64.7505,POINT(-64.7505 32.3078),2490,32,2401,57,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-05-25,18.2206,-63.0686,POINT(-63.0686 18.2206),109,0,107,2,,,"Anguilla, United Kingdom"
Montserrat,United Kingdom,2021-05-25,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
England,United Kingdom,2021-05-25,52.3555,-1.1743,POINT(-1.1743 52.3555),3899813,112355,0,3787458,,,"England, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-25,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2409,17,2379,13,,,"Turks and Caicos Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-05-24,19.3133,-81.2546,POINT(-81.2546 19.3133),574,2,554,18,,,"Cayman Islands, United Kingdom"
Wales,United Kingdom,2021-05-24,52.1307,-3.7837,POINT(-3.7837 52.1307),212535,5566,0,206969,,,"Wales, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-24,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Unknown,United Kingdom,2021-05-24,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-24,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2409,17,2379,13,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-05-24,56.4907,-4.2026,POINT(-4.2026 56.4907),232343,7664,0,224679,,,"Scotland, United Kingdom"
Northern Ireland,United Kingdom,2021-05-24,54.7877,-6.4923,POINT(-6.4923 54.7877),122207,2152,0,120055,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-05-24,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-05-24,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1561,1,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-05-24,36.1408,-5.3536,POINT(-5.3536 36.1408),4287,94,4192,1,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-24,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-05-24,52.3555,-1.1743,POINT(-1.1743 52.3555),3897815,112342,0,3785473,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-05-24,49.3723,-2.3644,POINT(-2.3644 49.3723),4065,86,3956,23,,,"Channel Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-24,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-05-24,32.3078,-64.7505,POINT(-64.7505 32.3078),2490,32,2401,57,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-05-24,18.2206,-63.0686,POINT(-63.0686 18.2206),109,0,107,2,,,"Anguilla, United Kingdom"
Bermuda,United Kingdom,2021-05-23,32.3078,-64.7505,POINT(-64.7505 32.3078),2488,32,2383,73,,,"Bermuda, United Kingdom"
Wales,United Kingdom,2021-05-23,52.1307,-3.7837,POINT(-3.7837 52.1307),212434,5566,0,206868,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-05-23,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-23,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2408,17,2379,12,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-05-23,56.4907,-4.2026,POINT(-4.2026 56.4907),232030,7664,0,224366,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-23,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-05-23,54.7877,-6.4923,POINT(-6.4923 54.7877),122154,2152,0,120002,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-05-23,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
England,United Kingdom,2021-05-23,52.3555,-1.1743,POINT(-1.1743 52.3555),3895920,112339,0,3783581,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-05-23,49.3723,-2.3644,POINT(-2.3644 49.3723),4059,86,3956,17,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-05-23,19.3133,-81.2546,POINT(-81.2546 19.3133),574,2,554,18,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-23,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Anguilla,United Kingdom,2021-05-23,18.2206,-63.0686,POINT(-63.0686 18.2206),109,0,107,2,,,"Anguilla, United Kingdom"
Isle of Man,United Kingdom,2021-05-23,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1561,1,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-05-23,36.1408,-5.3536,POINT(-5.3536 36.1408),4288,94,4192,2,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-23,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
Cayman Islands,United Kingdom,2021-05-22,19.3133,-81.2546,POINT(-81.2546 19.3133),574,2,554,18,,,"Cayman Islands, United Kingdom"
Anguilla,United Kingdom,2021-05-22,18.2206,-63.0686,POINT(-63.0686 18.2206),109,0,107,2,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-05-22,52.1307,-3.7837,POINT(-3.7837 52.1307),212388,5564,0,206824,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-05-22,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-22,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2408,17,2379,12,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-05-22,56.4907,-4.2026,POINT(-4.2026 56.4907),231652,7664,0,223988,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-22,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-05-22,54.7877,-6.4923,POINT(-6.4923 54.7877),122077,2152,0,119925,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-05-22,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-05-22,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1561,1,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-05-22,36.1408,-5.3536,POINT(-5.3536 36.1408),4287,94,4192,1,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-22,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-05-22,52.3555,-1.1743,POINT(-1.1743 52.3555),3894329,112336,0,3781993,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-05-22,49.3723,-2.3644,POINT(-2.3644 49.3723),4059,86,3956,17,,,"Channel Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-22,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-05-22,32.3078,-64.7505,POINT(-64.7505 32.3078),2488,32,2383,73,,,"Bermuda, United Kingdom"
Wales,United Kingdom,2021-05-21,52.1307,-3.7837,POINT(-3.7837 52.1307),212388,5564,0,206824,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-05-21,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-21,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2408,17,2379,12,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-05-21,56.4907,-4.2026,POINT(-4.2026 56.4907),231282,7664,0,223618,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-21,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-05-21,54.7877,-6.4923,POINT(-6.4923 54.7877),121995,2152,0,119843,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-05-21,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-05-21,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1561,1,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-05-21,36.1408,-5.3536,POINT(-5.3536 36.1408),4286,94,4192,0,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-21,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-05-21,52.3555,-1.1743,POINT(-1.1743 52.3555),3892258,112330,0,3779928,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-05-21,49.3723,-2.3644,POINT(-2.3644 49.3723),4059,86,3956,17,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-05-21,19.3133,-81.2546,POINT(-81.2546 19.3133),574,2,554,18,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-21,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-05-21,32.3078,-64.7505,POINT(-64.7505 32.3078),2488,32,2383,73,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-05-21,18.2206,-63.0686,POINT(-63.0686 18.2206),109,0,107,2,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-05-20,52.1307,-3.7837,POINT(-3.7837 52.1307),212361,5561,0,206800,,,"Wales, United Kingdom"
Isle of Man,United Kingdom,2021-05-20,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1558,4,,,"Isle of Man, United Kingdom"
Bermuda,United Kingdom,2021-05-20,32.3078,-64.7505,POINT(-64.7505 32.3078),2483,32,2366,85,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-05-20,18.2206,-63.0686,POINT(-63.0686 18.2206),109,0,107,2,,,"Anguilla, United Kingdom"
Unknown,United Kingdom,2021-05-20,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-20,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2407,17,2379,11,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-05-20,56.4907,-4.2026,POINT(-4.2026 56.4907),230868,7664,0,223204,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-20,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-05-20,54.7877,-6.4923,POINT(-6.4923 54.7877),121911,2152,0,119759,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-05-20,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
Gibraltar,United Kingdom,2021-05-20,36.1408,-5.3536,POINT(-5.3536 36.1408),4286,94,4192,0,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-20,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-05-20,52.3555,-1.1743,POINT(-1.1743 52.3555),3890081,112324,0,3777757,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-05-20,49.3723,-2.3644,POINT(-2.3644 49.3723),4059,86,3956,17,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-05-20,19.3133,-81.2546,POINT(-81.2546 19.3133),574,2,554,18,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-20,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Gibraltar,United Kingdom,2021-05-19,36.1408,-5.3536,POINT(-5.3536 36.1408),4286,94,4192,0,,,"Gibraltar, United Kingdom"
Wales,United Kingdom,2021-05-19,52.1307,-3.7837,POINT(-3.7837 52.1307),212316,5560,0,206756,,,"Wales, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-19,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Unknown,United Kingdom,2021-05-19,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-19,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2406,17,2379,10,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-05-19,56.4907,-4.2026,POINT(-4.2026 56.4907),230436,7664,0,222772,,,"Scotland, United Kingdom"
Northern Ireland,United Kingdom,2021-05-19,54.7877,-6.4923,POINT(-6.4923 54.7877),121821,2152,0,119669,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-05-19,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-05-19,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1558,4,,,"Isle of Man, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-19,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-05-19,52.3555,-1.1743,POINT(-1.1743 52.3555),3887954,112318,0,3775636,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-05-19,49.3723,-2.3644,POINT(-2.3644 49.3723),4059,86,3956,17,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-05-19,19.3133,-81.2546,POINT(-81.2546 19.3133),574,2,554,18,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-19,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-05-19,32.3078,-64.7505,POINT(-64.7505 32.3078),2479,32,2311,136,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-05-19,18.2206,-63.0686,POINT(-63.0686 18.2206),109,0,95,14,,,"Anguilla, United Kingdom"
Wales,United Kingdom,2021-05-18,52.1307,-3.7837,POINT(-3.7837 52.1307),212272,5560,0,206712,,,"Wales, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-18,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Unknown,United Kingdom,2021-05-18,,,,0,0,0,0,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-18,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2404,17,2365,22,,,"Turks and Caicos Islands, United Kingdom"
Scotland,United Kingdom,2021-05-18,56.4907,-4.2026,POINT(-4.2026 56.4907),230042,7664,0,222378,,,"Scotland, United Kingdom"
Northern Ireland,United Kingdom,2021-05-18,54.7877,-6.4923,POINT(-6.4923 54.7877),121714,2152,0,119562,,,"Northern Ireland, United Kingdom"
Montserrat,United Kingdom,2021-05-18,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-05-18,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1558,4,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-05-18,36.1408,-5.3536,POINT(-5.3536 36.1408),4286,94,4192,0,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-18,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
England,United Kingdom,2021-05-18,52.3555,-1.1743,POINT(-1.1743 52.3555),3886364,112315,0,3774049,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-05-18,49.3723,-2.3644,POINT(-2.3644 49.3723),4059,86,3956,17,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-05-18,19.3133,-81.2546,POINT(-81.2546 19.3133),565,2,547,16,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-18,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-05-18,32.3078,-64.7505,POINT(-64.7505 32.3078),2479,32,2311,136,,,"Bermuda, United Kingdom"
Anguilla,United Kingdom,2021-05-18,18.2206,-63.0686,POINT(-63.0686 18.2206),109,0,95,14,,,"Anguilla, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-05-17,21.694000000000006,-71.7979,POINT(-71.7979 21.694),2404,17,2365,22,,,"Turks and Caicos Islands, United Kingdom"
Montserrat,United Kingdom,2021-05-17,16.742498,-62.187366,POINT(-62.187366 16.742498),20,1,19,0,,,"Montserrat, United Kingdom"
England,United Kingdom,2021-05-17,52.3555,-1.1743,POINT(-1.1743 52.3555),3889132,112310,0,3776822,,,"England, United Kingdom"
Wales,United Kingdom,2021-05-17,52.1307,-3.7837,POINT(-3.7837 52.1307),212240,5560,0,206680,,,"Wales, United Kingdom"
Unknown,United Kingdom,2021-05-17,,,,0,0,0,0,,,"Unknown, United Kingdom"
Scotland,United Kingdom,2021-05-17,56.4907,-4.2026,POINT(-4.2026 56.4907),229774,7664,0,222110,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-05-17,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,4,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-05-17,54.7877,-6.4923,POINT(-6.4923 54.7877),121610,2150,0,119460,,,"Northern Ireland, United Kingdom"
Isle of Man,United Kingdom,2021-05-17,54.2361,-4.5481,POINT(-4.5481 54.2361),1591,29,1558,4,,,"Isle of Man, United Kingdom"
Gibraltar,United Kingdom,2021-05-17,36.1408,-5.3536,POINT(-5.3536 36.1408),4286,94,4192,0,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-05-17,-51.7963,-59.5236,POINT(-59.5236 -51.7963),63,0,63,0,,,"Falkland Islands (Malvinas), United Kingdom"
Channel Islands,United Kingdom,2021-05-17,49.3723,-2.3644,POINT(-2.3644 49.3723),4059,86,3956,17,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-05-17,19.3133,-81.2546,POINT(-81.2546 19.3133),565,2,547,16,,,"Cayman Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-05-17,18.4207,-64.64,POINT(-64.64 18.4207),248,1,209,38,,,"British Virgin Islands, United Kingdom"
Bermuda,United Kingdom,2021-05-17,32.3078,-64.7505,POINT(-64.7505 32.3078),2477,32,2284,161,,,"Bermuda, United Kingdom"
